Poet writer,Poet Name
مومن کی یہ پہچان کہ گُم اس میں ہیں آفاق,علامہ اقبال
مہدیِ برحق,علامہ اقبال
سب اپنے بنائے ہوئے زنداں میں ہیں محبوس,علامہ اقبال
خاور کے ثوابِت ہوں کہ افرنگ کے سیاّر,علامہ اقبال
پیرانِ کلیسا ہوں کہ شیخانِ حرم ہوں,علامہ اقبال
نے جدّتِ گُفتار ہے، نے جدّتِ کردار,علامہ اقبال
ہیں اہلِ سیاست کے وہی کُہنہ خم و پیچ,علامہ اقبال
شاعر اسی افلاسِ تخیّل میں گرفتار,علامہ اقبال
دُنیا کو ہے اُس مہدیِ برحق کی ضرورت,علامہ اقبال
ہو جس کی نِگہ زلزلۀ عالمِ افکار,علامہ اقبال
مومن,علامہ اقبال
ہو حلقۀ یاراں تو بریشم کی طرح نرم,علامہ اقبال
رزمِ حق و باطل ہو تو فولاد ہے مومن,علامہ اقبال
افلاک سے ہے اس کی حریفانہ کشاکش,علامہ اقبال
خاکی ہے مگر خاک سے آزاد ہے مومن,علامہ اقبال
جچتے نہیں کنجشک و حمام اس کی نظر میں,علامہ اقبال
جِبریل و سرافیل کا صیّاد ہے مومن,علامہ اقبال
کہتے ہیں فرشتے کہ دِل آویز ہے مومن,علامہ اقبال
حُوروں کو شکایت ہے کم آمیز ہے مومن,علامہ اقبال
محمد علی باب,علامہ اقبال
تھی خوب حضورِ عُلَما باب کی تقریر,علامہ اقبال
بیچارہ غلَط پڑھتا تھا اعرابِ سمٰوٰات,علامہ اقبال
اس کی غلَطی پر عُلَما تھے مُتَبسّم,علامہ اقبال
بولا، تمہیں معلوم نہیں میرے مقامات,علامہ اقبال
اب میری امامت کے تصّدق میں ہیں آزاد,علامہ اقبال
محبوس تھے اعراب میں قرآن کے آیات,علامہ اقبال
تقدیر,علامہ اقبال
اِبلیس,علامہ اقبال
اے خدائے کُن فکاں مجھ کو نہ تھا آدم سے بَیر,علامہ اقبال
آہ وہ زندانیِ نزدیک و دُور و دیر و زُود,علامہ اقبال
حرفِ ’اِستکبار‘ تیرے سامنے ممکن نہ تھا,علامہ اقبال
ہاں، مگر تیری مشیّت میں نہ تھا میرا سجود,علامہ اقبال
یزداں,علامہ اقبال
کب کھُلا تجھ پر یہ راز، انکار سے پہلے کہ بعد؟,علامہ اقبال
اِبلیس,علامہ اقبال
بعد، اے تیری تجلّی سے کمالاتِ وجود,علامہ اقبال
یزداں,علامہ اقبال
پستیِ فطرت نے سِکھلائی ہے یہ حُجتّ اسے,علامہ اقبال
کہتا ہے ’تیری مشیّت میں نہ تھا میرا سجود،,علامہ اقبال
دے رہا ہے اپنی آزادی کو مجبوری کا نام,علامہ اقبال
ظالم اپنے شُعلۀ سوزاں کو خود کہتا ہے دُود,علامہ اقبال
اے رُوحِ محمدؐ,علامہ اقبال
شِیرازہ ہُوا ملّتِ مرحوم کا ابتر,علامہ اقبال
اب تُو ہی بتا، تیرا مسلمان کِدھر جائے,علامہ اقبال
وہ لذّتِ آشوب نہیں بحرِ عرَب میں,علامہ اقبال
پوشیدہ جو ہے مجھ میں، وہ طوفان کِدھر جائے,علامہ اقبال
ہر چند ہے بے قافلہ و راحلہ و زاد,علامہ اقبال
اس کوہ و بیاباں سے حُدی خوان کِدھر جائے,علامہ اقبال
اس راز کو اب فاش کر اے رُوحِ محمدؐ,علامہ اقبال
آیاتِ الہیٰ کا نگہبان کِدھر جائے,علامہ اقبال
مَدنِیَّتِ اسلام,علامہ اقبال
بتاؤں تُجھ کو مسلماں کی زندگی کیا ہے,علامہ اقبال
یہ ہے نہایتِ اندیشہ و کمالِ جُنوں,علامہ اقبال
طلوع ہے صفَتِ آفتاب اس کا غروب,علامہ اقبال
یگانہ اور مثالِ زمانہ گُونا گُوں,علامہ اقبال
نہ اس میں عصرِ رواں کی حیا سے بیزاری,علامہ اقبال
نہ اس میں عہدِ کُہن کے فسانہ و افسوں,علامہ اقبال
حقائقِ اَبدی پر اساس ہے اس کی,علامہ اقبال
یہ زندگی ہے، نہیں ہے طلسمِ افلاطوں,علامہ اقبال
عناصر اس کے ہیں رُوح القُدُس کا ذوقِ جمال,علامہ اقبال
عجَم کا حُسنِ طبیعت، عَرب کا سوزِ دُروں,علامہ اقبال
اِمامت,علامہ اقبال
تُو نے پُوچھی ہے امامت کی حقیقت مجھ سے,علامہ اقبال
حق تجھے میری طرح صاحبِ اَسرار کرے,علامہ اقبال
ہے وہی تیرے زمانے کا امامِ برحق,علامہ اقبال
جو تجھے حاضر و موجود سے بیزار کرے,علامہ اقبال
موت کے آئِنے میں تجھ کو دکھا کر رُخِ دوست,علامہ اقبال
زندگی تیرے لیے اور بھی دُشوار کرے,علامہ اقبال
دے کے احساسِ زیاں تیرا لہُو گرما دے,علامہ اقبال
فقر کی سان چڑھا کر تجھے تلوار کرے,علامہ اقبال
فتنۀ ملّتِ بیضا ہے امامت اُس کی,علامہ اقبال
جو مسلماں کو سلاطیں کا پرستار کرے,علامہ اقبال
فَقر و راہبی,علامہ اقبال
کچھ اور چیز ہے شاید تری مسلمانی,علامہ اقبال
تری نگاہ میں ہے ایک، فقر و رُہبانی,علامہ اقبال
سکُوں پرستیِ راہب سے فقر ہے بیزار,علامہ اقبال
فقیر کا ہے سفینہ ہمیشہ طوفانی,علامہ اقبال
پسند رُوح و بدن کی ہے وا نمود اس کو,علامہ اقبال
کہ ہے نہایتِ مومن خودی کی عُریانی,علامہ اقبال
وجود صیرفیِ کائنات ہے اُس کا,علامہ اقبال
اُسے خبر ہے، یہ باقی ہے اور وہ فانی,علامہ اقبال
اُسی سے پوچھ کہ پیشِ نگاہ ہے جو کچھ,علامہ اقبال
جہاں ہے یا کہ فقط رنگ و بو کی طُغیانی,علامہ اقبال
یہ فقر مردِ مسلماں نے کھو دیا جب سے,علامہ اقبال
رہی نہ دولتِ سلمانی و سلیمانی,علامہ اقبال
غزل,علامہ اقبال
تیری متاعِ حیات، علم و ہُنر کا سُرور,علامہ اقبال
میری متاعِ حیات ایک دلِ ناصبور,علامہ اقبال
معجزۀ اہلِ فکر، فلسفۀ پیچ پیچ,علامہ اقبال
معجزۀ اہلِ ذکر، مُوسیٰؑ و فرعون و طُور,علامہ اقبال
مصلَحۃً کہہ دیا میں نے مسلماں تجھے,علامہ اقبال
تیرے نفَس میں نہیں، گرمیِ یُوم النّشور,علامہ اقبال
ایک زمانے سے ہے چاک گریباں مرا,علامہ اقبال
تُو ہے ابھی ہوش میں، میرے جُنوں کا قصور,علامہ اقبال
فیضِ نظر کے لیے ضبطِ سخن چاہیے,علامہ اقبال
حرفِ پریشاں نہ کہہ اہلِ نظر کے حضور,علامہ اقبال
خوار جہاں میں کبھی ہو نہیں سکتی وہ قوم,علامہ اقبال
عشق ہو جس کا جسُور، فقر ہو جس کا غیور,علامہ اقبال
تسلیم و رِضا,علامہ اقبال
ہر شاخ سے یہ نکتۀ پیچیدہ ہے پیدا,علامہ اقبال
پَودوں کو بھی احساس ہے پہنائے فضا کا,علامہ اقبال
ظُلمت کدۀ خاک پہ شاکر نہیں رہتا,علامہ اقبال
ہر لحظہ ہے دانے کو جُنوں نشوونَما کا,علامہ اقبال
فطرت کے تقاضوں پہ نہ کر راہِ عمل بند,علامہ اقبال
مقصود ہے کچھ اور ہی تسلیم و رِضا کا,علامہ اقبال
جُرأت ہو نمو کی تو فضا تنگ نہیں ہے,علامہ اقبال
اے مردِ خدا، مُلکِ خدا تنگ نہیں ہے,علامہ اقبال
نکتۀ توحید,علامہ اقبال
بیاں میں نکتۀ توحید آ تو سکتا ہے,علامہ اقبال
ترے دماغ میں بُت خانہ ہو تو کیا کہیے,علامہ اقبال
وہ رمزِ شوق کہ پوشیدہ لااِلہٰ میں ہے,علامہ اقبال
طریقِ شیخ فقیہانہ ہو تو کیا کہیے,علامہ اقبال
سُرور جو حق و باطل کی کارزار میں ہے,علامہ اقبال
تُو حرب و ضرب سے بیگانہ ہو تو کیا کہیے,علامہ اقبال
جہاں میں بندۀ حُر کے مشاہدات ہیں کیا,علامہ اقبال
تِری نگاہ غلامانہ ہو تو کیا کہیے,علامہ اقبال
مقامِ فقر ہے کتنا بلند شاہی سے,علامہ اقبال
روِش کسی کی گدایانہ ہو تو کیا کہیے,علامہ اقبال
اِلہام اور آزادی,علامہ اقبال
ہو بندۀ آزاد اگر صاحبِ اِلہام,علامہ اقبال
ہے اس کی نِگہ فکر و عمل کے لیے مہمیز,علامہ اقبال
اس کے نفَسِ گرم کی تاثیر ہے ایسی,علامہ اقبال
ہو جاتی ہے خاکِ چَمنِستاں شرر آمیز,علامہ اقبال
شاہِیں کی ادا ہوتی ہے بُلبل میں نمودار,علامہ اقبال
کس درجہ بدل جاتے ہیں مُرغانِ سَحر خیز,علامہ اقبال
اُس مردِ خود آگاہ و خدامست کی صحبت,علامہ اقبال
دیتی ہے گداؤں کو شکوہِ جم و پرویز,علامہ اقبال
محکوم کے اِلہام سے اﷲ بچائے,علامہ اقبال
غارت گرِ اقوام ہے وہ صُورتِ چنگیز,علامہ اقبال
جان و تن,علامہ اقبال
عقل مُدّت سے ہے اس پیچاک میں اُلجھی ہوئی,علامہ اقبال
رُوح کس جوہر سے، خاکِ تِیرہ کس جوہر سے ہے,علامہ اقبال
میری مشکل، مستی و شور و سُرور و درد و داغ,علامہ اقبال
تیری مشکل، مے سے ہے ساغر کہ مے ساغر سے ہے,علامہ اقبال
ارتباطِ حرف و معنی، اختلاطِ جان و تن,علامہ اقبال
جس طرح اخگر قبا پوش اپنی خاکستر سے ہے,علامہ اقبال
لاہور و کراچی,علامہ اقبال
نظر اﷲ پہ رکھتا ہے مسلمانِ غُیور,علامہ اقبال
موت کیا شے ہے، فقط عالَمِ معنی کا سفر,علامہ اقبال
اُن شہیدوں کی دِیَت اہلِ کلیسا سے نہ مانگ,علامہ اقبال
قدر و قیمت میں ہے خُوں جن کا حرم سے بڑھ کر,علامہ اقبال
آہ اے مردِ مسلماں تجھے کیا یاد نہیں,علامہ اقبال
حرفِ ’لا تَدعُ مَعَ اﷲِ الٰھاً آخر‘,علامہ اقبال
نُبوّت,علامہ اقبال
مَیں نہ عارِف، نہ مُجدِّد، نہ محدث،نہ فقیہ,علامہ اقبال
مجھ کو معلوم نہیں کیا ہے نبوّت کا مقام,علامہ اقبال
ہاں، مگر عالمِ اسلام پہ رکھتا ہوں نظر,علامہ اقبال
فاش ہے مجھ پہ ضمیرِ فَلکِ نیلی فام,علامہ اقبال
عصرِ حاضر کی شبِ تار میں دیکھی مَیں نے,علامہ اقبال
یہ حقیقت کہ ہے روشن صفَتِ ماہِ تمام,علامہ اقبال
“وہ نبوّت ہے مسلماں کے لیے برگِ حِشیش,علامہ اقبال
جس نبوّت میں نہیں قُوّت و شوکت کا پیام”,علامہ اقبال
آدم,علامہ اقبال
طلسمِ بُود و عدم، جس کا نام ہے آدم,علامہ اقبال
خدا کا راز ہے، قادر نہیں ہے جس پہ سخن,علامہ اقبال
زمانہ صبحِ ازل سے رہا ہے محوِ سفر,علامہ اقبال
مگر یہ اس کی تگ و دَو سے ہو سکا نہ کُہن,علامہ اقبال
اگر نہ ہو تجھے اُلجھن تو کھول کر کہہ دوں,علامہ اقبال
’وجُودِ حضرتِ انساں نہ رُوح ہے نہ بدن،,علامہ اقبال
مکّہ اور جنیوا,علامہ اقبال
اس دَور میں اقوام کی صُحبت بھی ہُوئی عام,علامہ اقبال
پوشیدہ نگاہوں سے رہی وحدتِ آدم,علامہ اقبال
تفریقِ مِلل حکمتِ افرنگ کا مقصود,علامہ اقبال
اسلام کا مقصود فقط ملّتِ آدم,علامہ اقبال
مکّے نے دیا خاکِ جنیوا کو یہ پیغام,علامہ اقبال
جمعیّتِ اقوام کہ جمعیّت آدم,علامہ اقبال
اے پِیرِ حرم,علامہ اقبال
اے پِیرِ حرم رسم و رہِ خانقہی چھوڑ,علامہ اقبال
مقصود سمجھ میری نوائے سَحری کا,علامہ اقبال
اﷲ رکھے تیرے جوانوں کو سلامت,علامہ اقبال
دے ان کو سبق خود شکَنی، خود بِگَری کا,علامہ اقبال
تُو ان کو سِکھا خارا شگافی کے طریقے,علامہ اقبال
مغرب نے سِکھایا انھیں فن شیشہ گری کا,علامہ اقبال
دِل توڑ گئی ان کا دو صدیوں کی غلامی,علامہ اقبال
دارُو کوئی سوچ ان کی پریشاں نظَری کا,علامہ اقبال
کہہ جاتا ہوں مَیں زورِ جُنوں میں ترے اَسرار,علامہ اقبال
مجھ کو بھی صِلہ دے مری آشُفتہ سری کا,علامہ اقبال
مہدی,علامہ اقبال
قوموں کی حیات ان کے تخیّل پہ ہے موقوف,علامہ اقبال
یہ ذوق سِکھاتا ہے ادب مُرغِ چمن کو,علامہ اقبال
مجذوبِ فرنگی نے بہ اندازِ فرنگی,علامہ اقبال
مہدی کے تخیّل سے کِیا زندہ وطن کو,علامہ اقبال
اے وہ کہ تو مہدی کے تخیّل سے ہے بیزار,علامہ اقبال
نومید نہ کر آہُوئے مُشکیں سے خُتن کو,علامہ اقبال
ہو زندہ کفن پوش تو مَیّت اُسے سمجھیں,علامہ اقبال
یا چاک کریں مَردکِ ناداں کے کفن کو؟,علامہ اقبال
مردِ مسلمان,علامہ اقبال
ہرلحظہ ہے مومن کی نئی شان، نئی آن,علامہ اقبال
گُفتار میں، کردار میں، اﷲ کی برُہان,علامہ اقبال
قہاّری و غفاّری و قدّوسی و جبروت,علامہ اقبال
یہ چار عناصر ہوں تو بنتا ہے مسلمان,علامہ اقبال
ہمسایۀ جِبریلِ امیں بندۀ خاکی,علامہ اقبال
ہے اس کا نشیمن نہ بخارا نہ بدخشان,علامہ اقبال
یہ راز کسی کو نہیں معلوم کہ مومن,علامہ اقبال
قاری نظر آتا ہے، حقیقت میں ہے قُرآن,علامہ اقبال
قُدرت کے مقاصد کا عیار اس کے ارادے,علامہ اقبال
دُنیا میں بھی میزان، قیامت میں بھی میزان,علامہ اقبال
جس سے جگَرِ لالہ میں ٹھنڈک ہو، وہ شبنم,علامہ اقبال
دریاؤں کے دِل جس سے دہَل جائیں، وہ طوفان,علامہ اقبال
فطرت کا سرودِ اَزلی اس کے شب و روز,علامہ اقبال
آہنگ میں یکتا صفَتِ سورۀ رحمٰن,علامہ اقبال
بنتے ہیں مری کارگہِ فکر میں انجم,علامہ اقبال
لے اپنے مقدّر کے ستارے کو تو پہچان,علامہ اقبال
پنجابی مسلمان,علامہ اقبال
مذہب میں بہت تازہ پسند اس کی طبیعت,علامہ اقبال
کر لے کہیں منزل تو گزرتا ہے بہت جلد,علامہ اقبال
تحقیق کی بازی ہو تو شرکت نہیں کرتا,علامہ اقبال
ہو کھیل مُریدی کا تو ہَرتا ہے بہت جلد,علامہ اقبال
تاوِیل کا پھندا کوئی صیّاد لگا دے,علامہ اقبال
یہ شاخِ نشیمن سے اُترتا ہے بہت جلد,علامہ اقبال
آزادی,علامہ اقبال
ہے کس کی یہ جُرأت کہ مسلمان کو ٹوکے,علامہ اقبال
حُریّتِ افکار کی نعمت ہے خدا داد,علامہ اقبال
چاہے تو کرے کعبے کو آتش کدۀ پارس,علامہ اقبال
چاہے تو کرے اس میں فرنگی صَنم آباد,علامہ اقبال
قُرآن کو بازیچۀ تاویل بنا کر,علامہ اقبال
چاہے تو خود اک تازہ شریعت کرے ایجاد,علامہ اقبال
ہے مملکتِ ہند میں اک طُرفہ تماشا,علامہ اقبال
اسلام ہے محبوس، مسلمان ہے آزاد,علامہ اقبال
اِشاعتِ اسلام فرنگستان میں,علامہ اقبال
ضمیر اس مَدنِیّت کا دِیں سے ہے خالی,علامہ اقبال
فرنگیوں میں اخوّت کا ہے نسَب پہ قیام,علامہ اقبال
بلند تر نہیں انگریز کی نگاہوں میں,علامہ اقبال
قبولِ دینِ مسیحی سے برہَمن کا مقام,علامہ اقبال
اگر قبول کرے، دینِ مصطفیؐ، انگریز,علامہ اقبال
سیاہ روز مسلماں رہے گا پھر بھی غلام,علامہ اقبال
لاواِلّا,علامہ اقبال
فضائے نُور میں کرتا نہ شاخ و برگ و بر پیدا,علامہ اقبال
سفر خاکی شبستاں سے نہ کر سکتا اگر دانہ,علامہ اقبال
نہادِ زندگی میں ابتدا ’لا‘، انتہا ’اِلّا‘,علامہ اقبال
پیامِ موت ہے جب ’لا ہوُا ’اِلاّ‘ سے بیگانہ,علامہ اقبال
وہ مِلّت رُوح جس کی ’لا ‘سے آگے بڑھ نہیں سکتی,علامہ اقبال
یقیں جانو، ہُوا لبریز اُس ملّت کا پیمانہ,علامہ اقبال
امُرَائے عرب سے٭,علامہ اقبال
کرے یہ کافرِ ہندی بھی جُرأتِ گُفتار,علامہ اقبال
اگر نہ ہو اُمَرائے عرب کی بے ادبی,علامہ اقبال
یہ نکتہ پہلے سِکھایا گیا کس اُمّت کو؟,علامہ اقبال
وصال مُصطفوی، افتراق بُولہَبی,علامہ اقبال
نہیں وجود حدود و ثُغُور سے اس کا,علامہ اقبال
محمدِؐ عَربی سے ہے عالمِ عَربی,علامہ اقبال
احکامِ الٰہی,علامہ اقبال
پابندیِ تقدیر کہ پابندیِ احکام,علامہ اقبال
یہ مسئلہ مشکل نہیں اے مردِ خرد مند,علامہ اقبال
اک آن میں سَو بار بدل جاتی ہے تقدیر,علامہ اقبال
ہے اس کا مُقلِّد ابھی ناخوش، ابھی خُورسند,علامہ اقبال
تقدیر کے پابند نباتات و جمادات,علامہ اقبال
مومن فقط احکامِ الٰہی کا ہے پابند,علامہ اقبال
موت,علامہ اقبال
لحد میں بھی یہی غیب و حضور رہتا ہے,علامہ اقبال
اگر ہو زندہ تو دِل ناصُبور رہتا ہے,علامہ اقبال
مہ و ستارہ، مثالِ شرارہ یک دو نفَس,علامہ اقبال
میٔ خودی کا اَبد تک سُرور رہتا ہے,علامہ اقبال
فرشتہ موت کا چھُوتا ہے گو بدن تیرا,علامہ اقبال
ترے وجود کے مرکز سے دُور رہتا ہے,علامہ اقبال
قُم بِاذنِ اﷲ,علامہ اقبال
جہاں اگرچہ دِگر گُوں ہے، قُم بِاذنِ اﷲ,علامہ اقبال
وہی زمیں، وہی گردُوں ہے، قُم بِاذنِ اﷲ,علامہ اقبال
کیا نوائے ’اناالحق‘ کو آتشیں جس نے,علامہ اقبال
تری رگوں میں وہی خُوں ہے، قُم بِاذنِ اﷲ,علامہ اقبال
غمیں نہ ہو کہ پراگندہ ہے شعور ترا,علامہ اقبال
فرنگیوں کا یہ افسُوں ہے، قُم بِاذنِ اﷲ,علامہ اقبال
تعلیم و تربیت,علامہ اقبال
نظر حیات پہ رکھتا ہے مردِ دانش مند,علامہ اقبال
حیات کیا ہے، حضور و سُرور و نُور و وجود,علامہ اقبال
نگاہ موت پہ رکھتا ہے مردِ دانش مند,علامہ اقبال
حیات ہے شبِ تاریک میں شرر کی نمود,علامہ اقبال
حیات و موت نہیں التفات کے لائق,علامہ اقبال
فقط خودی ہے خودی کی نگاہ کا مقصود,علامہ اقبال
زمانۀ حاضر کا انسان,علامہ اقبال
’عشق ناپید و خرد میگزدش صُورتِ مار‘,علامہ اقبال
عقل کو تابعِ فرمانِ نظر کر نہ سکا,علامہ اقبال
ڈھُونڈنے والا ستاروں کی گزرگاہوں کا,علامہ اقبال
اپنے افکار کی دُنیا میں سفر کر نہ سکا,علامہ اقبال
اپنی حِکمت کے خم و پیچ میں اُلجھا ایسا,علامہ اقبال
آج تک فیصلۀ نفع و ضرر کر نہ سکا,علامہ اقبال
جس نے سورج کی شُعاعوں کو گرفتار کیا,علامہ اقبال
زندگی کی شبِ تاریک سحر کر نہ سکا,علامہ اقبال
اقوامِ مشرق,علامہ اقبال
نظر آتے نہیں بے پردہ حقائق اُن کو,علامہ اقبال
آنکھ جن کی ہوئی محکومی و تقلید سے کور,علامہ اقبال
زندہ کر سکتی ہے ایران و عرب کو کیونکر,علامہ اقبال
یہ فرنگی مَدنیّت کہ جو ہے خود لبِ گور,علامہ اقبال
آگاہی,علامہ اقبال
نظر سپہر پہ رکھتا ہے جو ستارہ شناس,علامہ اقبال
نہیں ہے اپنی خودی کے مقام سے آگاہ,علامہ اقبال
خودی کو جس نے فلک سے بلند تر دیکھا,علامہ اقبال
وہی ہے مملکتِ صبح و شام سے آگاہ,علامہ اقبال
وہی نگاہ کے ناخُوب و خُوب سے محرم,علامہ اقبال
وہی ہے دل کے حلال و حرام سے آگاہ,علامہ اقبال
مُصلحینِ مشرق,علامہ اقبال
میں ہُوں نومِید تیرے ساقیانِ سامری فن سے,علامہ اقبال
کہ بزمِ خاوراں میں لے کے آئے ساتگیں خالی,علامہ اقبال
نئی بجلی کہاں ان بادلوں کے جیب و دامن میں,علامہ اقبال
پرانی بجلیوں سے بھی ہے جن کی آستیں خالی,علامہ اقبال
مغربی تہذیب,علامہ اقبال
فسادِ قلب و نظر ہے فرنگ کی تہذیب,علامہ اقبال
کہ رُوح اس مَدنِیّت کی رہ سکی نہ عفیف,علامہ اقبال
رہے نہ رُوح میں پاکیزگی تو ہے ناپید,علامہ اقبال
ضمیرِ پاک و خیالِ بلند و ذوقِ لطیف,علامہ اقبال
اَسرارِ پیدا,علامہ اقبال
اُس قوم کو شمشیر کی حاجت نہیں رہتی,علامہ اقبال
ہو جس کے جوانوں کی خودی صُورتِ فولاد,علامہ اقبال
ناچیز جہانِ مہ و پرویں ترے آگے,علامہ اقبال
وہ عالَم مجبور ہے، تُو عالَمِ آزاد,علامہ اقبال
موجوں کی تپِش کیا ہے، فقط ذوقِ طلب ہے,علامہ اقبال
پنہاں جو صَدف میں ہے، وہ دولت ہے خدا داد,علامہ اقبال
شاہیں کبھی پرواز سے تھک کر نہیں گِرتا,علامہ اقبال
پُر دَم ہے اگر تُو تو نہیں خطرۀ اُفتاد,علامہ اقبال
سُلطان ٹِیپُو کی وصیّت,علامہ اقبال
تُو رہ نوردِ شوق ہے، منزل نہ کر قبول,علامہ اقبال
لیلیٰ بھی ہم نشیں ہو تو محمل نہ کر قبول,علامہ اقبال
اے جُوئے آب بڑھ کے ہو دریائے تُند و تیز,علامہ اقبال
ساحل تجھے عطا ہو تو ساحل نہ کر قبول,علامہ اقبال
کھویا نہ جا صَنم کدۀ کائنات میں,علامہ اقبال
محفل گداز گرمیِ محفل نہ کر قبول,علامہ اقبال
صُبحِ ازل یہ مجھ سے کہا جِبرئیل نے,علامہ اقبال
جو عقل کا غلام ہو، وہ دِل نہ کر قبول,علامہ اقبال
باطل دُوئی پسند ہے، حق لا شریک ہے,علامہ اقبال
شِرکت میانۀ حق و باطل نہ کر قبول,علامہ اقبال
غزل,علامہ اقبال
نہ میں اعجمی نہ ہندی، نہ عراقی و حجازی,علامہ اقبال
کہ خودی سے مَیں نے سِیکھی دوجہاں سے بے نیازی,علامہ اقبال
تو مری نظر میں کافر، میں تری نظر میں کافر,علامہ اقبال
ترا دِیں نفَس شماری، مرا دِیں نفَس گدازی,علامہ اقبال
تو بدل گیا تو بہتر کہ بدل گئی شریعت,علامہ اقبال
کہ موافقِ تدَرواں نہیں دینِ شاہبازی,علامہ اقبال
ترے دشت و در میں مجھ کو وہ جُنوں نظر نہ آیا,علامہ اقبال
کہ سِکھا سکے خرد کو رہ و رسم کارسازی,علامہ اقبال
نہ جُدا رہے نَوا گر تب و تابِ زندگی سے,علامہ اقبال
کہ ہلاکیِ اُمَم ہے یہ طریقِ نَے نوازی,علامہ اقبال
بیداری,علامہ اقبال
جس بندۀ حق بیں کی خودی ہوگئی بیدار,علامہ اقبال
شمشیر کی مانند ہے بُرَّندہ و برّاق,علامہ اقبال
اُس کی نگہِ شوخ پہ ہوتی ہے نمودار,علامہ اقبال
ہر ذرّے میں پوشیدہ ہے جو قُوّتِ اشراق,علامہ اقبال
اُس مردِ خدا سے کوئی نسبت نہیں تجھ کو,علامہ اقبال
تُو بندۀ آفاق ہے، وہ صاحبِ آفاق,علامہ اقبال
تجھ میں ابھی پیدا نہیں ساحل کی طلب بھی,علامہ اقبال
وہ پاکیِ فطرت سے ہوا محرمِ اعماق,علامہ اقبال
خودی کی تربیت,علامہ اقبال
خودی کی پرورش و تربیَت پہ ہے موقوف,علامہ اقبال
کہ مُشتِ خاک میں پیدا ہو آتشِ ہمہ سوز,علامہ اقبال
یہی ہے سِرِّ کلیمی ہر اک زمانے میں,علامہ اقبال
ہَوائے دشت و شعیب و شبانیِ شب و روز,علامہ اقبال
آزادیِ فکر,علامہ اقبال
آزادیِ افکار سے ہے اُن کی تباہی,علامہ اقبال
رکھتے نہیں جو فکر و تدبّر کا سلیقہ,علامہ اقبال
ہو فکر اگر خام تو آزادیِ افکار,علامہ اقبال
انسان کو حیوان بنانے کا طریقہ,علامہ اقبال
خودی کی زندگی,علامہ اقبال
خودی ہو زندہ تو ہے فقر بھی شہنشاہی,علامہ اقبال
نہیں ہے سَنجر و طغرل سے کم شکوہِ فقیر,علامہ اقبال
خودی ہو زندہ تو دریائے بے کراں پایاب,علامہ اقبال
خودی ہو زندہ تو کُہسار پرنیان و حریر,علامہ اقبال
نِہنگِ زندہ ہے اپنے مُحیط میں آزاد,علامہ اقبال
نِہنگِ مُردہ کو موجِ سراب بھی زنجیر,علامہ اقبال
حکومت٭,علامہ اقبال
ہے مُریدوں کو تو حق بات گوارا لیکن,علامہ اقبال
شیخ و مُلّا کو بُری لگتی ہے درویش کی بات,علامہ اقبال
قوم کے ہاتھ سے جاتا ہے متاعِ کردار,علامہ اقبال
بحث میں آتا ہے جب فلسفۀ ذات و صفات,علامہ اقبال
گرچہ اس دَیرِ کُہن کا ہے یہ دستورِ قدیم,علامہ اقبال
کہ نہیں مے کدہ و ساقی و مِینا کو ثبات,علامہ اقبال
قسمتِ بادہ مگر حق ہے اُسی ملّت کا,علامہ اقبال
انگبیں جس کے جوانوں کو ہے تلخابِ حیات,علامہ اقبال
ہندی مکتب,علامہ اقبال
اقبالؔ یہاں نام نہ لے علمِ خودی کا,علامہ اقبال
موزُوں نہیں مکتب کے لیے ایسے مقالات,علامہ اقبال
بہتر ہے کہ بیچارے ممولوں کی نظر سے,علامہ اقبال
پوشیدہ رہیں باز کے احوال و مقامات,علامہ اقبال
آزاد کی اک آن ہے محکوم کا اک سال,علامہ اقبال
کس درجہ گراں سَیر ہیں محکوم کے اوقات,علامہ اقبال
آزاد کا ہر لحظہ پیامِ اَبدیّت,علامہ اقبال
محکوم کا ہر لحظہ نئی مرگِ مفاجات,علامہ اقبال
آزاد کا اندیشہ حقیقت سے منوّر,علامہ اقبال
محکوم کا اندیشہ گرفتارِ خُرافات,علامہ اقبال
محکوم کو پِیروں کی کرامات کا سودا,علامہ اقبال
ہے بندۀ آزاد خود اک زندہ کرامات,علامہ اقبال
محکوم کے حق میں ہے یہی تربِیَت اچھی,علامہ اقبال
موسیقی و صُورت گری و علمِ نباتات,علامہ اقبال
تربیت,علامہ اقبال
زندگی کچھ اور شے ہے، علم ہے کچھ اور شے,علامہ اقبال
زندگی سوزِ جگر ہے، علم ہے سوزِ دماغ,علامہ اقبال
علم میں دولت بھی ہے، قُدرت بھی ہے، لذّت بھی ہے,علامہ اقبال
ایک مشکل ہے کہ ہاتھ آتا نہیں اپنا سُراغ,علامہ اقبال
اہلِ دانش عام ہیں، کم یاب ہیں اہلِ نظر,علامہ اقبال
کیا تعجب ہے کہ خالی رہ گیا تیرا ایاغ,علامہ اقبال
شیخِ مکتب کے طریقوں سے کشادِ دل کہاں,علامہ اقبال
کس طرح کبریت سے روشن ہو بجلی کا چراغ,علامہ اقبال
خُوب و زِشت,علامہ اقبال
ستارگانِ فضاہائے نیلگوں کی طرح,علامہ اقبال
تخیّلات بھی ہیں تابعِ طلوع و غروب,علامہ اقبال
جہاں خودی کا بھی ہے صاحبِ فراز و نشیب,علامہ اقبال
